source,config_name,config,target_dataset,target_name,is_source,is_cross_mDark,gen_auc,gen_pr_auc,sig_eff_at_1pct,stability_kl,stability_js,clean_auc,robust_auc,robustness_score,config_mean_auc,config_min_auc,config_min_to_mean_ratio,config_gen_gap
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.2_alpha-peak.h5,mDark-1_rinv-0.2_alpha-peak,False,False,0.5247088086952787,0.4814762114694626,0.017914679726768915,0.11909052197122902,0.022895241596602087,0.5246948003768921,0.5230154395103455,0.9967993567587475,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-high.h5,mDark-1_rinv-0.3_alpha-high,False,False,0.822853858051766,0.8009178642390969,0.14679814876433045,0.016931291451160284,0.004160305415887635,0.8228313326835632,0.757897138595581,0.9210844415997052,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-low.h5,mDark-1_rinv-0.3_alpha-low,True,False,0.8791010846831071,0.8623801715253585,0.3613745804757041,0.0,0.0,0.8791072964668274,0.8044782876968384,0.9151081909228528,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-peak.h5,mDark-1_rinv-0.3_alpha-peak,False,False,0.5765248699596667,0.5297736347989777,0.02933530185833039,0.09649938478469461,0.0194252329947448,0.5765267014503479,0.5779666900634766,1.0024976963070507,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-1_rinv-0.8_alpha-peak.h5,mDark-1_rinv-0.8_alpha-peak,False,False,0.811527884944584,0.7461305330996222,0.1313865876972673,0.011769381075298894,0.002878955690757821,0.8115410208702087,0.8395459651947021,1.0345083533725306,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,baseline,,AutomatedCMS_mZprime-2000_mDark-5_rinv-0.3_alpha-peak.h5,mDark-5_rinv-0.3_alpha-peak,False,True,0.35946420824005076,0.349706397399828,0.001704146757108965,0.09119959819311768,0.018709958537913872,0.359510213136673,0.41696783900260925,1.1598219571138941,0.6190159259782693,0.35946420824005076,0.580702681715284,0.26008515870483784
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.2_alpha-peak.h5,mDark-1_rinv-0.2_alpha-peak,False,False,0.4751820960604889,0.4317691073718909,0.008925119216393865,0.031379994071852435,0.007383889472826548,0.47517746686935425,0.5188642740249634,1.0919378762705942,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-high.h5,mDark-1_rinv-0.3_alpha-high,False,False,0.6344981364630913,0.5739058682133822,0.026014096010163648,0.011543168415338007,0.002834792500255992,0.6343761086463928,0.7540070414543152,1.1885804512140066,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-low.h5,mDark-1_rinv-0.3_alpha-low,True,False,0.767398379785009,0.6933120646023392,0.08445206478914344,0.0,0.0,0.7672163248062134,0.7967185378074646,1.0384535782769,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
mDark-1_rinv-0.3_alpha-low,best_avg_alpha-0.2,"{'alpha': 0.2, 'grad_eps': 0.5, 'grad_iter': 20, 'grad_eta': 0.1}",AutomatedCMS_mZprime-2000_mDark-1_rinv-0.3_alpha-peak.h5,mDark-1_rinv-0.3_alpha-peak,False,False,0.4866164436028287,0.44084758127500684,0.010623615880861444,0.030771291732121495,0.007244391543673099,0.48659569025039673,0.5552360415458679,1.1410623905447037,0.5073130178679397,0.36524835098740266,0.7199664469924595,0.2600853619170693
